2.1906,194.82,1.549,1.5175
2.1356,186.45,1.5178,9.9762
1.4558,196.51,1.1236,0.99116
1.7998,187.26,1.3197,9.6953
4.7828,179.99,3.2563,12.047
2.2669,1.0525,1.601,195.16
2.3824,194.79,1.6835,1.2173
1.6518,11.209,1.2495,185.97
1.8188,195.83,1.3406,1.0859
1.8121,195.83,1.3275,1.109
1.928,195,1.3951,1.7583
1.9806,195.05,1.4362,1.6084
1.9661,179.97,1.4137,16.729
2.1543,1.0277,1.5231,195.37
2.2384,193.93,1.5935,2.3194
1.2857,0.9549,1.0244,196.81
1.729,195.97,1.2782,1.0974
3.1402,192.25,2.1334,2.5504
1.5301,1.2411,1.1748,196.13
1.9737,181.97,1.417,14.717
1.8477,1.0791,1.3478,195.8
2.1864,194.93,1.5476,1.4154
1.58,188.96,1.1974,8.3441
2.0051,1.1007,1.4686,195.5
1.6608,184.42,1.2551,12.745
2.9056,138.75,1.9885,56.435
1.5646,1.0284,1.1964,196.29
2.4323,186.76,1.6864,9.2043
1.933,195.38,1.3975,1.3704
2.3848,181.5,1.6614,14.536
1.4634,194.61,1.1232,2.8777
1.9309,1.2597,1.4221,195.47
3.3973,192.75,2.2833,1.6432
1.3022,1.1063,1.035,196.63
1.5802,196.27,1.1912,1.035
1.8177,188.51,1.3535,8.3957
2.1679,195.11,1.5365,1.2645
1.5226,196.37,1.1631,1.0208
2.0299,191.62,1.4551,4.9726
1.7525,192.28,1.2998,4.7446
1.9477,1.8306,1.4346,194.87
2.5003,193.79,1.7364,2.0564
1.4193,196.37,1.1015,1.1876
1.7432,195.95,1.2947,1.088
1.6066,1.0204,1.2232,196.23
1.7389,195.9,1.2838,1.1593
2.5484,194.51,1.7879,1.2323
1.9503,195.58,1.4188,1.1301
2.3864,194.81,1.6851,1.1968
2.3094,194.82,1.6132,1.3362
1.5771,1.2662,1.2054,196.03
2.0726,180.79,1.5102,15.704
2.2453,195.03,1.5974,1.2042
1.9463,195.58,1.4169,1.1337
1.2214,1.0811,0.98385,196.79
1.6154,189,1.2104,8.2562
2.9113,193.65,1.9773,1.5368
2.4103,194.74,1.6992,1.2329
2.16,194.89,1.5328,1.5003
3.9088,148.45,2.6032,45.115
1.4711,194.27,1.1274,3.2067
2.5505,30.393,1.7858,165.35
1.5935,1.3778,1.2154,195.89
2.204,192.45,1.5968,3.8314
1.7831,195.85,1.3168,1.1259
2.0608,1.1396,1.5033,195.37
1.7958,30.941,1.339,166
2.7993,1.1797,1.9422,194.16
1.664,20.159,1.2368,177.02
2.8426,1.1124,1.9468,194.18
2.6533,194.23,1.8224,1.372
1.3515,109.68,1.0649,87.982
1.3513,196.59,1.0642,1.0717
1.2107,0.89735,0.97727,196.99
2.0375,195.35,1.4593,1.2322
1.7177,196.02,1.272,1.066
3.5562,1.2059,2.4461,192.87
2.398,194.11,1.6925,1.8747
2.4309,194.6,1.7115,1.3309
3.2923,193.13,2.2654,1.3907
1.9224,137.44,1.4008,59.32
2.2746,194.97,1.5956,1.2352
1.6655,196.1,1.2482,1.0649
2.1008,185.07,1.4928,11.413
1.6994,191.73,1.2593,5.3851
1.9285,195.46,1.3949,1.2905
1.6226,196.18,1.2146,1.0593
1.772,186.77,1.3015,10.231
2.0615,186.03,1.4854,10.505
1.4536,1.0409,1.1175,196.47
1.8112,195.77,1.3233,1.1739
1.8561,195.72,1.362,1.1417
3.2492,176.92,2.1846,17.728
2.4803,194.59,1.7264,1.2798
1.4033,1.1164,1.098,196.46
3.7952,191.94,2.5531,1.7904
1.9646,195.53,1.4271,1.1572
1.614,188.57,1.2095,8.6885
2.8999,193.81,1.9849,1.3871
1.9643,195.58,1.4139,1.1158
